t_epoch,iso_time,t_elapsed_s,seq,tag_id,tag_distance_m,tag_under_1m,tag_count,det_seq,det_t_epoch,det_age_ms,depth_m,yaw_deg,depth_raw_m,yaw_raw_deg,sensors_ok,throttle_pct,mode,surge_cmd,strafe_cmd,heave_cmd,yaw_cmd,light_pwm,led_flashing,flash_frame
1785505800.6228,2026-07-31T09:50:00.622,0.043,1,,,,0,,,,,,,,0,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785505800.7235,2026-07-31T09:50:00.723,0.144,2,,,,0,,,,-0.0491,-79.29,-0.0491,-79.29,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785505800.8224,2026-07-31T09:50:00.822,0.243,3,,,,0,,,,-0.0470,-79.41,-0.0470,-79.41,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785505800.9216,2026-07-31T09:50:00.921,0.342,4,,,,0,,,,-0.0474,-79.46,-0.0474,-79.46,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785505801.0205,2026-07-31T09:50:01.020,0.441,5,,,,0,,,,-0.0459,-79.60,-0.0459,-79.60,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785505801.1197,2026-07-31T09:50:01.119,0.540,6,,,,0,,,,-0.0494,-79.73,-0.0494,-79.73,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785505801.2188,2026-07-31T09:50:01.218,0.639,7,,,,0,,,,-0.0506,-79.80,-0.0506,-79.80,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785505801.3176,2026-07-31T09:50:01.317,0.738,8,,,,0,,,,-0.0484,-79.90,-0.0484,-79.90,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785505801.4178,2026-07-31T09:50:01.417,0.838,9,,,,0,,,,-0.0496,-79.95,-0.0496,-79.95,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785505801.5167,2026-07-31T09:50:01.516,0.937,10,,,,0,,,,-0.0521,-80.04,-0.0521,-80.04,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785505801.6161,2026-07-31T09:50:01.616,1.037,11,,,,0,,,,-0.0450,-80.15,-0.0450,-80.15,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785505801.7145,2026-07-31T09:50:01.714,1.135,12,,,,0,,,,-0.0467,-80.22,-0.0467,-80.22,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785505801.8139,2026-07-31T09:50:01.813,1.235,13,,,,0,,,,-0.0453,-80.32,-0.0453,-80.32,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785505801.9123,2026-07-31T09:50:01.912,1.333,14,,,,0,,,,-0.0508,-80.38,-0.0508,-80.38,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785505802.0120,2026-07-31T09:50:02.012,1.433,15,,,,0,,,,-0.0496,-80.48,-0.0496,-80.48,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785505802.1103,2026-07-31T09:50:02.110,1.531,16,,,,0,,,,-0.0521,-80.57,-0.0521,-80.57,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785505802.2094,2026-07-31T09:50:02.209,1.630,17,,,,0,,,,-0.0477,-80.62,-0.0477,-80.62,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785505802.3093,2026-07-31T09:50:02.309,1.730,18,,,,0,,,,-0.0497,-80.73,-0.0497,-80.73,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505802.4084,2026-07-31T09:50:02.408,1.829,19,,,,0,,,,-0.0491,-80.78,-0.0491,-80.78,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505802.5088,2026-07-31T09:50:02.508,1.929,20,,,,0,,,,-0.0484,-80.87,-0.0484,-80.87,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505802.6090,2026-07-31T09:50:02.609,2.030,21,,,,0,,,,-0.0485,-80.96,-0.0485,-80.96,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505802.7081,2026-07-31T09:50:02.708,2.129,22,,,,0,,,,-0.0456,-81.02,-0.0456,-81.02,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505802.8071,2026-07-31T09:50:02.807,2.228,23,,,,0,,,,-0.0429,-81.15,-0.0429,-81.15,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505802.9061,2026-07-31T09:50:02.906,2.327,24,,,,0,,,,-0.0383,-81.23,-0.0383,-81.23,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505803.0053,2026-07-31T09:50:03.005,2.426,25,,,,0,,,,-0.0398,-81.44,-0.0398,-81.44,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505803.1052,2026-07-31T09:50:03.105,2.526,26,,,,0,,,,-0.0309,-81.55,-0.0309,-81.55,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505803.2034,2026-07-31T09:50:03.203,2.624,27,,,,0,,,,-0.0311,-81.78,-0.0311,-81.78,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505803.3028,2026-07-31T09:50:03.302,2.723,28,,,,0,,,,-0.0244,-81.99,-0.0244,-81.99,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505803.4019,2026-07-31T09:50:03.401,2.823,29,,,,0,,,,-0.0177,-82.10,-0.0177,-82.10,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505803.5014,2026-07-31T09:50:03.501,2.922,30,,,,0,,,,-0.0186,-82.32,-0.0186,-82.32,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505803.6012,2026-07-31T09:50:03.601,3.022,31,,,,0,,,,-0.0191,-82.42,-0.0191,-82.42,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505803.7002,2026-07-31T09:50:03.700,3.121,32,,,,0,,,,-0.0149,-82.59,-0.0149,-82.59,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505803.7992,2026-07-31T09:50:03.799,3.220,33,,,,0,,,,-0.0082,-82.66,-0.0082,-82.66,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505803.8993,2026-07-31T09:50:03.899,3.320,34,,,,0,,,,-0.0119,-82.80,-0.0119,-82.80,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505803.9988,2026-07-31T09:50:03.998,3.419,35,,,,0,,,,-0.0049,-82.92,-0.0049,-82.92,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505804.0977,2026-07-31T09:50:04.097,3.518,36,,,,0,,,,-0.0068,-82.97,-0.0068,-82.97,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505804.1967,2026-07-31T09:50:04.196,3.617,37,,,,0,,,,-0.0015,-83.04,-0.0015,-83.04,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505804.2975,2026-07-31T09:50:04.297,3.718,38,,,,0,,,,-0.0046,-83.08,-0.0046,-83.08,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505804.3976,2026-07-31T09:50:04.397,3.818,39,,,,0,,,,-0.0013,-83.14,-0.0013,-83.14,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785505804.4977,2026-07-31T09:50:04.497,3.918,40,,,,0,,,,0.0016,-83.23,0.0016,-83.23,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
