t_epoch,iso_time,t_elapsed_s,seq,tag_id,tag_distance_m,tag_under_1m,tag_count,det_seq,det_t_epoch,det_age_ms,depth_m,yaw_deg,depth_raw_m,yaw_raw_deg,sensors_ok,throttle_pct,mode,surge_cmd,strafe_cmd,heave_cmd,yaw_cmd,light_pwm,led_flashing,flash_frame
1785510679.5017,2026-07-31T11:11:19.501,0.049,1,,,,0,,,,,,,,0,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785510679.6013,2026-07-31T11:11:19.601,0.149,2,,,,0,,,,-0.1475,10.36,-0.1475,-5029.64,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785510679.7018,2026-07-31T11:11:19.701,0.249,3,,,,0,,,,-0.1470,10.35,-0.1470,-5029.65,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785510679.8015,2026-07-31T11:11:19.801,0.349,4,,,,0,,,,-0.1426,10.33,-0.1426,-5029.67,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785510679.9011,2026-07-31T11:11:19.901,0.448,5,,,,0,,,,-0.1510,10.32,-0.1510,-5029.68,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785510680.0004,2026-07-31T11:11:20.000,0.548,6,,,,0,,,,-0.1429,10.28,-0.1429,-5029.72,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785510680.0992,2026-07-31T11:11:20.099,0.646,7,,,,0,,,,-0.1485,10.26,-0.1485,-5029.74,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785510680.1981,2026-07-31T11:11:20.198,0.745,8,,,,0,,,,-0.1463,10.25,-0.1463,-5029.75,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785510680.2972,2026-07-31T11:11:20.297,0.844,9,,,,0,,,,-0.1466,10.21,-0.1466,-5029.79,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785510680.3947,2026-07-31T11:11:20.394,0.942,10,,,,0,,,,-0.1479,10.19,-0.1479,-5029.81,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785510680.4954,2026-07-31T11:11:20.495,1.043,11,,,,0,,,,-0.1493,10.17,-0.1493,-5029.83,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785510680.5937,2026-07-31T11:11:20.593,1.141,12,,,,0,,,,-0.1462,10.14,-0.1462,-5029.86,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785510680.7252,2026-07-31T11:11:20.725,1.272,13,,,,0,,,,-0.1467,10.11,-0.1467,-5029.89,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785510680.8321,2026-07-31T11:11:20.832,1.379,14,,,,0,,,,-0.1489,10.11,-0.1489,-5029.89,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785510680.9308,2026-07-31T11:11:20.930,1.478,15,,,,0,,,,-0.1442,10.07,-0.1442,-5029.93,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785510681.0311,2026-07-31T11:11:21.031,1.578,16,,,,0,,,,-0.1492,10.05,-0.1492,-5029.95,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785510681.1312,2026-07-31T11:11:21.131,1.678,17,,,,0,,,,-0.1471,10.04,-0.1471,-5029.96,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785510681.2299,2026-07-31T11:11:21.229,1.777,18,,,,0,,,,-0.1484,10.01,-0.1484,-5029.99,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
