t_epoch,iso_time,t_elapsed_s,depth_m,depth_target_m,depth_err_m,yaw_deg,yaw_target_deg,yaw_err_deg,surge_cmd,heave_cmd,yaw_cmd,throttle_pct
1785505205.8942,2026-07-31T09:40:05.894,2.284,0.4468,0.5000,-0.0532,2.89,0.00,-2.89,+1.000,-0.471,+0.057,30.0
1785505205.9936,2026-07-31T09:40:05.993,2.383,0.4529,0.5000,-0.0471,2.74,0.00,-2.74,+1.000,-0.461,+0.055,30.0
1785505206.0919,2026-07-31T09:40:06.091,2.481,0.4532,0.5000,-0.0468,2.37,0.00,-2.37,+1.000,-0.462,+0.050,30.0
1785505206.1910,2026-07-31T09:40:06.191,2.581,0.4579,0.5000,-0.0421,2.16,0.00,-2.16,+1.000,-0.454,+0.047,30.0
1785505206.2893,2026-07-31T09:40:06.289,2.679,0.4608,0.5000,-0.0392,1.59,0.00,-1.59,+1.000,-0.450,+0.000,30.0
1785505206.3886,2026-07-31T09:40:06.388,2.778,0.4792,0.5000,-0.0208,1.22,0.00,-1.22,+1.000,-0.414,+0.000,30.0
1785505206.4882,2026-07-31T09:40:06.488,2.878,0.4949,0.5000,-0.0051,1.15,0.00,-1.15,+1.000,-0.383,+0.000,30.0
1785505206.5883,2026-07-31T09:40:06.588,2.978,0.4945,0.5000,-0.0055,1.17,0.00,-1.17,+1.000,-0.384,+0.000,30.0
1785505206.6874,2026-07-31T09:40:06.687,3.077,0.4976,0.5000,-0.0024,1.19,0.00,-1.19,+1.000,-0.378,+0.000,30.0
1785505206.7862,2026-07-31T09:40:06.786,3.176,0.5214,0.5000,+0.0214,1.35,0.00,-1.35,+1.000,-0.330,+0.000,30.0
1785505206.8857,2026-07-31T09:40:06.885,3.275,0.5279,0.5000,+0.0279,1.45,0.00,-1.45,+1.000,-0.316,+0.000,30.0
1785505206.9842,2026-07-31T09:40:06.984,3.374,0.5303,0.5000,+0.0303,1.64,0.00,-1.64,+1.000,-0.310,+0.000,30.0
1785505207.0843,2026-07-31T09:40:07.084,3.474,0.5510,0.5000,+0.0510,1.89,0.00,-1.89,+1.000,-0.266,+0.000,30.0
1785505207.1834,2026-07-31T09:40:07.183,3.573,0.5482,0.5000,+0.0482,2.04,0.00,-2.04,+1.000,-0.270,+0.037,30.0
1785505207.2820,2026-07-31T09:40:07.282,3.672,0.5569,0.5000,+0.0569,2.24,0.00,-2.24,+1.000,-0.251,+0.042,30.0
1785505207.3818,2026-07-31T09:40:07.381,3.771,0.5668,0.5000,+0.0668,2.22,0.00,-2.22,+1.000,-0.228,+0.042,30.0
1785505207.4817,2026-07-31T09:40:07.481,3.871,0.5766,0.5000,+0.0766,1.99,0.00,-1.99,+1.000,-0.206,+0.000,30.0
1785505207.5800,2026-07-31T09:40:07.580,3.970,0.5621,0.5000,+0.0621,1.89,0.00,-1.89,+1.000,-0.232,+0.000,30.0
1785505207.6792,2026-07-31T09:40:07.679,4.069,0.5694,0.5000,+0.0694,1.94,0.00,-1.94,+1.000,-0.215,+0.000,30.0
1785505207.7782,2026-07-31T09:40:07.778,4.168,0.5795,0.5000,+0.0795,2.11,0.00,-2.11,+1.000,-0.192,+0.039,30.0
1785505207.8779,2026-07-31T09:40:07.877,4.267,0.5682,0.5000,+0.0682,2.24,0.00,-2.24,+1.000,-0.211,+0.042,30.0
1785505207.9766,2026-07-31T09:40:07.976,4.366,0.5846,0.5000,+0.0846,2.44,0.00,-2.44,+1.000,-0.175,+0.047,30.0
1785505208.0759,2026-07-31T09:40:08.075,4.465,0.5791,0.5000,+0.0791,2.42,0.00,-2.42,+1.000,-0.183,+0.047,30.0
1785505208.1747,2026-07-31T09:40:08.174,4.564,0.5748,0.5000,+0.0748,2.38,0.00,-2.38,+1.000,-0.189,+0.047,30.0
1785505208.2742,2026-07-31T09:40:08.274,4.664,0.5969,0.5000,+0.0969,2.27,0.00,-2.27,+1.000,-0.141,+0.046,30.0
1785505208.3735,2026-07-31T09:40:08.373,4.763,0.5802,0.5000,+0.0802,2.20,0.00,-2.20,+1.000,-0.171,+0.046,30.0
1785505208.4727,2026-07-31T09:40:08.472,4.862,0.5792,0.5000,+0.0792,2.12,0.00,-2.12,+1.000,-0.169,+0.045,30.0
1785505208.5713,2026-07-31T09:40:08.571,4.961,0.5788,0.5000,+0.0788,2.04,0.00,-2.04,+1.000,-0.167,+0.045,30.0
1785505208.6702,2026-07-31T09:40:08.670,5.060,0.5854,0.5000,+0.0854,2.01,0.00,-2.01,+1.000,-0.150,+0.045,30.0
1785505208.7705,2026-07-31T09:40:08.770,5.160,0.5998,0.5000,+0.0998,2.01,0.00,-2.01,+1.000,-0.118,+0.036,30.0
1785505208.8699,2026-07-31T09:40:08.869,5.259,0.5887,0.5000,+0.0887,2.14,0.00,-2.14,+1.000,-0.137,+0.040,30.0
1785505208.9688,2026-07-31T09:40:08.968,5.358,0.5852,0.5000,+0.0852,2.37,0.00,-2.37,+1.000,-0.140,+0.045,30.0
1785505209.0679,2026-07-31T09:40:09.067,5.457,0.5934,0.5000,+0.0934,2.51,0.00,-2.51,+1.000,-0.120,+0.048,30.0
1785505209.1676,2026-07-31T09:40:09.167,5.557,0.5936,0.5000,+0.0936,2.55,0.00,-2.55,+1.000,-0.116,+0.050,30.0
1785505209.2670,2026-07-31T09:40:09.267,5.657,0.5801,0.5000,+0.0801,2.59,0.00,-2.59,+1.000,-0.140,+0.052,30.0
1785505209.3663,2026-07-31T09:40:09.366,5.756,0.5901,0.5000,+0.0901,2.50,0.00,-2.50,+1.000,-0.117,+0.051,30.0
1785505209.4659,2026-07-31T09:40:09.466,5.855,0.5957,0.5000,+0.0957,2.40,0.00,-2.40,+1.000,-0.102,+0.050,30.0
1785505209.5649,2026-07-31T09:40:09.564,5.954,0.5848,0.5000,+0.0848,2.42,0.00,-2.42,+1.000,-0.120,+0.051,30.0
1785505209.6635,2026-07-31T09:40:09.663,6.053,0.5911,0.5000,+0.0911,2.35,0.00,-2.35,+1.000,-0.104,+0.051,30.0
1785505209.7631,2026-07-31T09:40:09.763,6.153,0.5698,0.5000,+0.0698,2.08,0.00,-2.08,+1.000,-0.143,+0.047,30.0
1785505209.8625,2026-07-31T09:40:09.862,6.252,0.5858,0.5000,+0.0858,1.99,0.00,-1.99,+1.000,-0.108,+0.000,30.0
1785505209.9620,2026-07-31T09:40:09.962,6.352,0.5778,0.5000,+0.0778,1.93,0.00,-1.93,+1.000,-0.121,+0.000,30.0
1785505210.0610,2026-07-31T09:40:10.061,6.450,0.5719,0.5000,+0.0719,2.07,0.00,-2.07,+1.000,-0.130,+0.038,30.0
1785505210.1609,2026-07-31T09:40:10.160,6.550,0.5707,0.5000,+0.0707,2.37,0.00,-2.37,+1.000,-0.129,+0.044,30.0
1785505210.2593,2026-07-31T09:40:10.259,6.649,0.5677,0.5000,+0.0677,2.60,0.00,-2.60,+1.000,-0.133,+0.049,30.0
1785505210.3575,2026-07-31T09:40:10.357,6.747,0.5620,0.5000,+0.0620,2.60,0.00,-2.60,+1.000,-0.142,+0.050,30.0
1785505210.4581,2026-07-31T09:40:10.458,6.848,0.5478,0.5000,+0.0478,2.55,0.00,-2.55,+1.000,-0.168,+0.050,30.0
1785505210.5579,2026-07-31T09:40:10.557,6.947,0.5406,0.5000,+0.0406,2.45,0.00,-2.45,+1.000,-0.181,+0.050,30.0
1785505210.6566,2026-07-31T09:40:10.656,7.046,0.5297,0.5000,+0.0297,2.15,0.00,-2.15,+1.000,-0.201,+0.045,30.0
1785505210.7557,2026-07-31T09:40:10.755,7.145,0.5384,0.5000,+0.0384,2.01,0.00,-2.01,+1.000,-0.182,+0.043,30.0
1785505210.8558,2026-07-31T09:40:10.855,7.245,0.5310,0.5000,+0.0310,1.63,0.00,-1.63,+1.000,-0.196,+0.000,30.0
1785505210.9564,2026-07-31T09:40:10.956,7.346,0.5264,0.5000,+0.0264,1.35,0.00,-1.35,+1.000,-0.204,+0.000,30.0
1785505211.0561,2026-07-31T09:40:11.056,7.446,0.5241,0.5000,+0.0241,1.39,0.00,-1.39,+1.000,-0.208,+0.000,30.0
1785505211.1564,2026-07-31T09:40:11.156,7.546,0.5120,0.5000,+0.0120,1.52,0.00,-1.52,+1.000,-0.232,+0.000,30.0
1785505211.2558,2026-07-31T09:40:11.255,7.645,0.5144,0.5000,+0.0144,1.59,0.00,-1.59,+1.000,-0.227,+0.000,30.0
1785505211.3559,2026-07-31T09:40:11.355,7.745,0.5153,0.5000,+0.0153,1.78,0.00,-1.78,+1.000,-0.226,+0.000,30.0
1785505211.4546,2026-07-31T09:40:11.454,7.844,0.5132,0.5000,+0.0132,2.11,0.00,-2.11,+1.000,-0.230,+0.038,30.0
1785505211.5543,2026-07-31T09:40:11.554,7.944,0.4974,0.5000,-0.0026,2.29,0.00,-2.29,+1.000,-0.262,+0.042,30.0
1785505211.6537,2026-07-31T09:40:11.653,8.043,0.5037,0.5000,+0.0037,2.42,0.00,-2.42,+1.000,-0.249,+0.046,30.0
1785505211.7528,2026-07-31T09:40:11.752,8.142,0.5006,0.5000,+0.0006,2.23,0.00,-2.23,+1.000,-0.255,+0.043,30.0
1785505211.8517,2026-07-31T09:40:11.851,8.241,0.4949,0.5000,-0.0051,2.09,0.00,-2.09,+1.000,-0.266,+0.042,30.0
1785505211.9515,2026-07-31T09:40:11.951,8.341,0.5016,0.5000,+0.0016,1.70,0.00,-1.70,+1.000,-0.253,+0.000,30.0
1785505212.0511,2026-07-31T09:40:12.051,8.441,0.5105,0.5000,+0.0105,1.60,0.00,-1.60,+1.000,-0.235,+0.000,30.0
1785505212.1506,2026-07-31T09:40:12.150,8.540,0.5016,0.5000,+0.0016,1.50,0.00,-1.50,+1.000,-0.253,+0.000,30.0
1785505212.2497,2026-07-31T09:40:12.249,8.639,0.4984,0.5000,-0.0016,1.50,0.00,-1.50,+1.000,-0.260,+0.000,30.0
1785505212.3487,2026-07-31T09:40:12.348,8.738,0.5090,0.5000,+0.0090,1.53,0.00,-1.53,+1.000,-0.238,+0.000,30.0
1785505212.4483,2026-07-31T09:40:12.448,8.838,0.5065,0.5000,+0.0065,1.53,0.00,-1.53,+1.000,-0.243,+0.000,30.0
