t_epoch,iso_time,t_elapsed_s,depth_m,depth_target_m,depth_err_m,yaw_deg,yaw_target_deg,yaw_err_deg,surge_cmd,heave_cmd,yaw_cmd,throttle_pct
1785506030.0276,2026-07-31T09:53:50.027,5.462,1.0484,1.0000,+0.0484,19.78,20.00,+0.22,+1.000,-0.210,+0.000,30.0
1785506030.1267,2026-07-31T09:53:50.126,5.561,1.0445,1.0000,+0.0445,19.93,20.00,+0.07,+1.000,-0.216,+0.000,30.0
1785506030.2262,2026-07-31T09:53:50.226,5.660,1.0257,1.0000,+0.0257,20.31,20.00,-0.31,+1.000,-0.252,+0.000,30.0
1785506030.3243,2026-07-31T09:53:50.324,5.758,1.0277,1.0000,+0.0277,20.74,20.00,-0.74,+1.000,-0.247,+0.000,30.0
1785506030.4228,2026-07-31T09:53:50.423,5.857,1.0320,1.0000,+0.0320,21.00,20.00,-1.00,+1.000,-0.237,+0.000,30.0
1785506030.5236,2026-07-31T09:53:50.523,5.958,1.0199,1.0000,+0.0199,21.52,20.00,-1.52,+1.000,-0.261,+0.000,30.0
1785506030.6228,2026-07-31T09:53:50.622,6.057,1.0014,1.0000,+0.0014,21.80,20.00,-1.80,+1.000,-0.298,+0.000,30.0
1785506030.7217,2026-07-31T09:53:50.721,6.156,1.0140,1.0000,+0.0140,22.40,20.00,-2.40,+1.000,-0.272,+0.044,30.0
1785506030.8223,2026-07-31T09:53:50.822,6.256,1.0180,1.0000,+0.0180,22.72,20.00,-2.72,+1.000,-0.264,+0.051,30.0
1785506030.9211,2026-07-31T09:53:50.921,6.355,1.0056,1.0000,+0.0056,23.13,20.00,-3.13,+1.000,-0.289,+0.059,30.0
1785506031.0207,2026-07-31T09:53:51.020,6.455,1.0004,1.0000,+0.0004,23.23,20.00,-3.23,+1.000,-0.299,+0.062,30.0
1785506031.1215,2026-07-31T09:53:51.121,6.555,1.0037,1.0000,+0.0037,23.27,20.00,-3.27,+1.000,-0.293,+0.065,30.0
1785506031.2203,2026-07-31T09:53:51.220,6.654,0.9988,1.0000,-0.0012,23.14,20.00,-3.14,+1.000,-0.302,+0.063,30.0
1785506031.3205,2026-07-31T09:53:51.320,6.754,0.9991,1.0000,-0.0009,22.97,20.00,-2.97,+1.000,-0.302,+0.062,30.0
1785506031.4189,2026-07-31T09:53:51.419,6.853,0.9973,1.0000,-0.0027,22.63,20.00,-2.63,+1.000,-0.305,+0.057,30.0
1785506031.5177,2026-07-31T09:53:51.517,6.952,1.0153,1.0000,+0.0153,22.19,20.00,-2.19,+1.000,-0.269,+0.050,30.0
1785506031.6176,2026-07-31T09:53:51.617,7.052,1.0085,1.0000,+0.0085,21.94,20.00,-1.94,+1.000,-0.283,+0.000,30.0
1785506031.7182,2026-07-31T09:53:51.718,7.152,1.0081,1.0000,+0.0081,21.36,20.00,-1.36,+1.000,-0.284,+0.000,30.0
1785506031.8179,2026-07-31T09:53:51.818,7.252,1.0187,1.0000,+0.0187,21.16,20.00,-1.16,+1.000,-0.262,+0.000,30.0
1785506031.9168,2026-07-31T09:53:51.917,7.351,1.0351,1.0000,+0.0351,20.82,20.00,-0.82,+1.000,-0.228,+0.000,30.0
1785506032.0158,2026-07-31T09:53:52.016,7.450,1.0198,1.0000,+0.0198,20.39,20.00,-0.39,+1.000,-0.258,+0.000,30.0
1785506032.1148,2026-07-31T09:53:52.114,7.549,1.0563,1.0000,+0.0563,20.19,20.00,-0.19,+1.000,-0.183,+0.000,30.0
1785506032.2146,2026-07-31T09:53:52.214,7.649,1.0645,1.0000,+0.0645,19.71,20.00,+0.29,+1.000,-0.164,+0.000,30.0
1785506032.3147,2026-07-31T09:53:52.314,7.749,1.0719,1.0000,+0.0719,19.46,20.00,+0.54,+1.000,-0.147,+0.000,30.0
1785506032.4140,2026-07-31T09:53:52.414,7.848,1.0716,1.0000,+0.0716,18.91,20.00,+1.09,+1.000,-0.145,+0.000,30.0
1785506032.5128,2026-07-31T09:53:52.512,7.947,1.1088,1.0000,+0.1088,18.40,20.00,+1.60,+1.000,-0.067,+0.000,30.0
1785506032.6123,2026-07-31T09:53:52.612,8.046,1.1091,1.0000,+0.1091,18.17,20.00,+1.83,+1.000,-0.062,+0.000,30.0
1785506032.7111,2026-07-31T09:53:52.711,8.145,1.1129,1.0000,+0.1129,17.72,20.00,+2.28,+1.000,-0.049,-0.042,30.0
1785506032.8100,2026-07-31T09:53:52.810,8.244,1.1164,1.0000,+0.1164,17.63,20.00,+2.37,+1.000,-0.038,-0.044,30.0
1785506032.9091,2026-07-31T09:53:52.909,8.343,1.1305,1.0000,+0.1305,17.63,20.00,+2.37,+1.000,-0.005,-0.045,30.0
1785506033.0078,2026-07-31T09:53:53.007,8.442,1.1382,1.0000,+0.1382,17.87,20.00,+2.13,+1.000,+0.016,-0.042,30.0
1785506033.1074,2026-07-31T09:53:53.107,8.541,1.1372,1.0000,+0.1372,18.08,20.00,+1.92,+1.000,+0.019,+0.000,30.0
1785506033.2070,2026-07-31T09:53:53.207,8.641,1.1443,1.0000,+0.1443,18.46,20.00,+1.54,+1.000,+0.039,+0.000,30.0
1785506033.3062,2026-07-31T09:53:53.306,8.740,1.1393,1.0000,+0.1393,18.57,20.00,+1.43,+1.000,+0.035,+0.000,30.0
1785506033.4052,2026-07-31T09:53:53.405,8.839,1.1452,1.0000,+0.1452,18.79,20.00,+1.21,+1.000,+0.052,+0.000,30.0
1785506033.5041,2026-07-31T09:53:53.504,8.938,1.1346,1.0000,+0.1346,18.89,20.00,+1.11,+1.000,+0.037,+0.000,30.0
1785506033.6044,2026-07-31T09:53:53.604,9.038,1.1497,1.0000,+0.1497,19.19,20.00,+0.81,+1.000,+0.073,+0.000,30.0
1785506033.7032,2026-07-31T09:53:53.703,9.137,1.1413,1.0000,+0.1413,19.68,20.00,+0.32,+1.000,+0.061,+0.000,30.0
1785506033.8018,2026-07-31T09:53:53.802,9.236,1.1525,1.0000,+0.1525,19.93,20.00,+0.07,+1.000,+0.090,+0.000,30.0
1785506033.9009,2026-07-31T09:53:53.901,9.335,1.1394,1.0000,+0.1394,20.53,20.00,-0.53,+1.000,+0.069,+0.000,30.0
1785506034.0005,2026-07-31T09:53:54.000,9.434,1.1426,1.0000,+0.1426,20.84,20.00,-0.84,+1.000,+0.081,+0.000,30.0
1785506034.0999,2026-07-31T09:53:54.100,9.534,1.1345,1.0000,+0.1345,21.37,20.00,-1.37,+1.000,+0.070,+0.000,30.0
