t_epoch,iso_time,t_elapsed_s,depth_m,depth_target_m,depth_err_m,yaw_deg,yaw_target_deg,yaw_err_deg,surge_cmd,heave_cmd,yaw_cmd,throttle_pct
1785506613.4453,2026-07-31T10:03:33.445,1.394,0.9636,1.0000,-0.0364,0.58,0.00,-0.58,+1.000,-0.402,+0.000,30.0
1785506613.5447,2026-07-31T10:03:33.544,1.493,0.9553,1.0000,-0.0447,0.08,0.00,-0.08,+1.000,-0.420,+0.000,30.0
1785506613.6436,2026-07-31T10:03:33.643,1.592,0.9474,1.0000,-0.0526,-0.25,0.00,+0.25,+1.000,-0.438,+0.000,30.0
1785506613.7431,2026-07-31T10:03:33.743,1.692,0.9406,1.0000,-0.0594,-0.32,0.00,+0.32,+1.000,-0.454,+0.000,30.0
1785506613.8418,2026-07-31T10:03:33.841,1.790,0.9321,1.0000,-0.0679,-0.36,0.00,+0.36,+1.000,-0.473,+0.000,30.0
1785506613.9412,2026-07-31T10:03:33.941,1.890,0.9249,1.0000,-0.0751,-0.27,0.00,+0.27,+1.000,-0.490,+0.000,30.0
1785506614.0404,2026-07-31T10:03:34.040,1.989,0.9527,1.0000,-0.0473,-0.07,0.00,+0.07,+1.000,-0.437,+0.000,30.0
1785506614.1404,2026-07-31T10:03:34.140,2.089,0.9491,1.0000,-0.0509,0.14,0.00,-0.14,+1.000,-0.446,+0.000,30.0
1785506614.2404,2026-07-31T10:03:34.240,2.189,0.9448,1.0000,-0.0552,0.24,0.00,-0.24,+1.000,-0.457,+0.000,30.0
1785506614.3398,2026-07-31T10:03:34.339,2.288,0.9615,1.0000,-0.0385,0.45,0.00,-0.45,+1.000,-0.426,+0.000,30.0
1785506614.4385,2026-07-31T10:03:34.438,2.387,0.9561,1.0000,-0.0439,0.54,0.00,-0.54,+1.000,-0.438,+0.000,30.0
1785506614.5375,2026-07-31T10:03:34.537,2.486,0.9682,1.0000,-0.0318,0.80,0.00,-0.80,+1.000,-0.415,+0.000,30.0
1785506614.6365,2026-07-31T10:03:34.636,2.585,0.9748,1.0000,-0.0252,0.99,0.00,-0.99,+1.000,-0.403,+0.000,30.0
1785506614.7364,2026-07-31T10:03:34.736,2.685,0.9843,1.0000,-0.0157,1.31,0.00,-1.31,+1.000,-0.385,+0.000,30.0
1785506614.8360,2026-07-31T10:03:34.836,2.784,0.9846,1.0000,-0.0154,1.64,0.00,-1.64,+1.000,-0.384,+0.000,30.0
1785506614.9347,2026-07-31T10:03:34.934,2.883,0.9992,1.0000,-0.0008,1.78,0.00,-1.78,+1.000,-0.355,+0.000,30.0
1785506615.0341,2026-07-31T10:03:35.034,2.983,1.0048,1.0000,+0.0048,2.04,0.00,-2.04,+1.000,-0.344,+0.037,30.0
1785506615.1329,2026-07-31T10:03:35.132,3.081,1.0120,1.0000,+0.0120,2.22,0.00,-2.22,+1.000,-0.329,+0.041,30.0
1785506615.2317,2026-07-31T10:03:35.231,3.180,1.0356,1.0000,+0.0356,2.38,0.00,-2.38,+1.000,-0.282,+0.045,30.0
1785506615.3306,2026-07-31T10:03:35.330,3.279,1.0070,1.0000,+0.0070,2.37,0.00,-2.37,+1.000,-0.339,+0.046,30.0
1785506615.4310,2026-07-31T10:03:35.431,3.379,1.0296,1.0000,+0.0296,2.08,0.00,-2.08,+1.000,-0.292,+0.041,30.0
1785506615.5303,2026-07-31T10:03:35.530,3.479,1.0332,1.0000,+0.0332,1.54,0.00,-1.54,+1.000,-0.284,+0.000,30.0
1785506615.6294,2026-07-31T10:03:35.629,3.578,1.0394,1.0000,+0.0394,1.36,0.00,-1.36,+1.000,-0.270,+0.000,30.0
1785506615.7293,2026-07-31T10:03:35.729,3.678,1.0493,1.0000,+0.0493,1.11,0.00,-1.11,+1.000,-0.248,+0.000,30.0
1785506615.8284,2026-07-31T10:03:35.828,3.777,1.0530,1.0000,+0.0530,1.02,0.00,-1.02,+1.000,-0.239,+0.000,30.0
1785506615.9274,2026-07-31T10:03:35.927,3.876,1.0624,1.0000,+0.0624,0.82,0.00,-0.82,+1.000,-0.218,+0.000,30.0
1785506616.0268,2026-07-31T10:03:36.026,3.975,1.0676,1.0000,+0.0676,0.75,0.00,-0.75,+1.000,-0.205,+0.000,30.0
1785506616.1257,2026-07-31T10:03:36.125,4.074,1.0656,1.0000,+0.0656,0.71,0.00,-0.71,+1.000,-0.206,+0.000,30.0
1785506616.2254,2026-07-31T10:03:36.225,4.174,1.0667,1.0000,+0.0667,0.66,0.00,-0.66,+1.000,-0.201,+0.000,30.0
1785506616.3231,2026-07-31T10:03:36.323,4.272,1.0753,1.0000,+0.0753,0.66,0.00,-0.66,+1.000,-0.181,+0.000,30.0
1785506616.4225,2026-07-31T10:03:36.422,4.371,1.0830,1.0000,+0.0830,0.67,0.00,-0.67,+1.000,-0.163,+0.000,30.0
1785506616.5226,2026-07-31T10:03:36.522,4.471,1.0974,1.0000,+0.0974,0.60,0.00,-0.60,+1.000,-0.131,+0.000,30.0
1785506616.6218,2026-07-31T10:03:36.621,4.570,1.0930,1.0000,+0.0930,0.58,0.00,-0.58,+1.000,-0.136,+0.000,30.0
1785506616.7206,2026-07-31T10:03:36.720,4.669,1.1048,1.0000,+0.1048,0.54,0.00,-0.54,+1.000,-0.108,+0.000,30.0
1785506616.8207,2026-07-31T10:03:36.820,4.769,1.1094,1.0000,+0.1094,0.50,0.00,-0.50,+1.000,-0.094,+0.000,30.0
1785506616.9202,2026-07-31T10:03:36.920,4.869,1.1214,1.0000,+0.1214,0.32,0.00,-0.32,+1.000,-0.066,+0.000,30.0
1785506617.0193,2026-07-31T10:03:37.019,4.968,1.1274,1.0000,+0.1274,0.16,0.00,-0.16,+1.000,-0.049,+0.000,30.0
1785506617.1196,2026-07-31T10:03:37.119,5.068,1.1343,1.0000,+0.1343,0.09,0.00,-0.09,+1.000,-0.030,+0.000,30.0
1785506617.2205,2026-07-31T10:03:37.220,5.169,1.1394,1.0000,+0.1394,-0.07,0.00,+0.07,+1.000,-0.014,+0.000,30.0
1785506617.3185,2026-07-31T10:03:37.318,5.267,1.1268,1.0000,+0.1268,-0.16,0.00,+0.16,+1.000,-0.034,+0.000,30.0
1785506617.4168,2026-07-31T10:03:37.416,5.365,1.1577,1.0000,+0.1577,-0.38,0.00,+0.38,+1.000,+0.034,+0.000,30.0
1785506617.5162,2026-07-31T10:03:37.516,5.465,1.1614,1.0000,+0.1614,-0.59,0.00,+0.59,+1.000,+0.047,+0.000,30.0
1785506617.6152,2026-07-31T10:03:37.615,5.564,1.1524,1.0000,+0.1524,-0.71,0.00,+0.71,+1.000,+0.036,+0.000,30.0
1785506617.7139,2026-07-31T10:03:37.713,5.662,1.1746,1.0000,+0.1746,-1.01,0.00,+1.01,+1.000,+0.087,+0.000,30.0
1785506617.8133,2026-07-31T10:03:37.813,5.762,1.1692,1.0000,+0.1692,-1.14,0.00,+1.14,+1.000,+0.083,+0.000,30.0
1785506617.9127,2026-07-31T10:03:37.912,5.861,1.1741,1.0000,+0.1741,-1.23,0.00,+1.23,+1.000,+0.099,+0.000,30.0
1785506618.0117,2026-07-31T10:03:38.011,5.960,1.1787,1.0000,+0.1787,-1.39,0.00,+1.39,+1.000,+0.115,+0.000,30.0
1785506618.1125,2026-07-31T10:03:38.112,6.061,1.1772,1.0000,+0.1772,-1.46,0.00,+1.46,+1.000,+0.120,+0.000,30.0
1785506618.2111,2026-07-31T10:03:38.211,6.160,1.1720,1.0000,+0.1720,-1.54,0.00,+1.54,+1.000,+0.116,+0.000,30.0
1785506618.3099,2026-07-31T10:03:38.309,6.258,1.1746,1.0000,+0.1746,-1.58,0.00,+1.58,+1.000,+0.128,+0.000,30.0
1785506618.4098,2026-07-31T10:03:38.409,6.358,1.1745,1.0000,+0.1745,-1.81,0.00,+1.81,+1.000,+0.135,+0.000,30.0
1785506618.5088,2026-07-31T10:03:38.508,6.457,1.1596,1.0000,+0.1596,-2.23,0.00,+2.23,+1.000,+0.111,-0.041,30.0
1785506618.6096,2026-07-31T10:03:38.609,6.558,1.1561,1.0000,+0.1561,-2.40,0.00,+2.40,+1.000,+0.111,-0.045,30.0
1785506618.7083,2026-07-31T10:03:38.708,6.657,1.1550,1.0000,+0.1550,-2.53,0.00,+2.53,+1.000,+0.115,-0.048,30.0
1785506618.8073,2026-07-31T10:03:38.807,6.756,1.1506,1.0000,+0.1506,-2.45,0.00,+2.45,+1.000,+0.112,-0.048,30.0
1785506618.9073,2026-07-31T10:03:38.907,6.856,1.1341,1.0000,+0.1341,-2.04,0.00,+2.04,+1.000,+0.085,-0.041,30.0
1785506619.0061,2026-07-31T10:03:39.006,6.955,1.1292,1.0000,+0.1292,-1.54,0.00,+1.54,+1.000,+0.080,+0.000,30.0
1785506619.1048,2026-07-31T10:03:39.104,7.053,1.1180,1.0000,+0.1180,-1.29,0.00,+1.29,+1.000,+0.063,+0.000,30.0
1785506619.2044,2026-07-31T10:03:39.204,7.153,1.1013,1.0000,+0.1013,-0.76,0.00,+0.76,+1.000,+0.034,+0.000,30.0
1785506619.3036,2026-07-31T10:03:39.303,7.252,1.1048,1.0000,+0.1048,-0.37,0.00,+0.37,+1.000,+0.045,+0.000,30.0
1785506619.4020,2026-07-31T10:03:39.402,7.350,1.0766,1.0000,+0.0766,0.50,0.00,-0.50,+1.000,-0.008,+0.000,30.0
1785506619.5018,2026-07-31T10:03:39.501,7.450,1.0797,1.0000,+0.0797,0.97,0.00,-0.97,+1.000,+0.001,+0.000,30.0
1785506619.6012,2026-07-31T10:03:39.601,7.550,1.0552,1.0000,+0.0552,1.97,0.00,-1.97,+1.000,-0.046,+0.000,30.0
1785506619.7003,2026-07-31T10:03:39.700,7.649,1.0576,1.0000,+0.0576,2.72,0.00,-2.72,+1.000,-0.039,+0.050,30.0
1785506619.7992,2026-07-31T10:03:39.799,7.748,1.0540,1.0000,+0.0540,2.99,0.00,-2.99,+1.000,-0.044,+0.056,30.0
1785506619.8981,2026-07-31T10:03:39.898,7.847,1.0404,1.0000,+0.0404,3.25,0.00,-3.25,+1.000,-0.069,+0.062,30.0
1785506619.9972,2026-07-31T10:03:39.997,7.946,1.0273,1.0000,+0.0273,3.27,0.00,-3.27,+1.000,-0.094,+0.063,30.0
1785506620.0966,2026-07-31T10:03:40.096,8.045,1.0281,1.0000,+0.0281,3.10,0.00,-3.10,+1.000,-0.091,+0.061,30.0
1785506620.1957,2026-07-31T10:03:40.195,8.144,1.0198,1.0000,+0.0198,2.99,0.00,-2.99,+1.000,-0.108,+0.061,30.0
1785506620.2956,2026-07-31T10:03:40.295,8.244,1.0097,1.0000,+0.0097,2.86,0.00,-2.86,+1.000,-0.128,+0.060,30.0
1785506620.3947,2026-07-31T10:03:40.394,8.343,0.9962,1.0000,-0.0038,2.80,0.00,-2.80,+1.000,-0.155,+0.059,30.0
1785506620.4937,2026-07-31T10:03:40.493,8.442,0.9861,1.0000,-0.0139,2.82,0.00,-2.82,+1.000,-0.175,+0.061,30.0
1785506620.5923,2026-07-31T10:03:40.592,8.541,0.9837,1.0000,-0.0163,3.00,0.00,-3.00,+1.000,-0.180,+0.065,30.0
1785506620.6918,2026-07-31T10:03:40.691,8.640,0.9732,1.0000,-0.0268,3.06,0.00,-3.06,+1.000,-0.201,+0.068,30.0
1785506620.7915,2026-07-31T10:03:40.791,8.740,0.9696,1.0000,-0.0304,3.05,0.00,-3.05,+1.000,-0.210,+0.069,30.0
1785506620.8903,2026-07-31T10:03:40.890,8.839,0.9621,1.0000,-0.0379,3.04,0.00,-3.04,+1.000,-0.226,+0.070,30.0
1785506620.9897,2026-07-31T10:03:40.989,8.938,0.9602,1.0000,-0.0398,2.99,0.00,-2.99,+1.000,-0.231,+0.070,30.0
1785506621.0881,2026-07-31T10:03:41.088,9.036,0.9619,1.0000,-0.0381,2.67,0.00,-2.67,+1.000,-0.229,+0.065,30.0
1785506621.1878,2026-07-31T10:03:41.187,9.136,0.9632,1.0000,-0.0368,2.24,0.00,-2.24,+1.000,-0.249,+0.063,30.0
1785506621.2878,2026-07-31T10:03:41.287,9.236,0.9590,1.0000,-0.0410,1.96,0.00,-1.96,+1.000,-0.239,+0.000,30.0
1785506621.3873,2026-07-31T10:03:41.387,9.336,0.9635,1.0000,-0.0365,1.40,0.00,-1.40,+1.000,-0.231,+0.000,30.0
1785506621.4864,2026-07-31T10:03:41.486,9.435,0.9550,1.0000,-0.0450,1.15,0.00,-1.15,+1.000,-0.250,+0.000,30.0
1785506621.5866,2026-07-31T10:03:41.586,9.535,0.9604,1.0000,-0.0396,0.65,0.00,-0.65,+1.000,-0.240,+0.000,30.0
1785506621.6863,2026-07-31T10:03:41.686,9.635,0.9525,1.0000,-0.0475,0.25,0.00,-0.25,+1.000,-0.258,+0.000,30.0
1785506621.7854,2026-07-31T10:03:41.785,9.734,0.9517,1.0000,-0.0483,0.07,0.00,-0.07,+1.000,-0.261,+0.000,30.0
1785506621.8842,2026-07-31T10:03:41.884,9.833,0.9514,1.0000,-0.0486,-0.27,0.00,+0.27,+1.000,-0.264,+0.000,30.0
1785506621.9835,2026-07-31T10:03:41.983,9.932,0.9429,1.0000,-0.0571,-0.49,0.00,+0.49,+1.000,-0.283,+0.000,30.0
1785506622.0830,2026-07-31T10:03:42.083,10.031,0.9362,1.0000,-0.0638,-0.73,0.00,+0.73,+1.000,-0.299,+0.000,30.0
1785506622.1825,2026-07-31T10:03:42.182,10.131,0.9276,1.0000,-0.0724,-0.82,0.00,+0.82,+1.000,-0.319,+0.000,30.0
1785506622.2816,2026-07-31T10:03:42.281,10.230,0.9205,1.0000,-0.0795,-0.86,0.00,+0.86,+1.000,-0.336,+0.000,30.0
1785506622.3807,2026-07-31T10:03:42.380,10.329,0.9048,1.0000,-0.0952,-0.84,0.00,+0.84,+1.000,-0.371,+0.000,30.0
1785506622.4793,2026-07-31T10:03:42.479,10.428,0.9012,1.0000,-0.0988,-0.79,0.00,+0.79,+1.000,-0.382,+0.000,30.0
1785506622.5782,2026-07-31T10:03:42.578,10.527,0.8877,1.0000,-0.1123,-0.67,0.00,+0.67,+1.000,-0.413,+0.000,30.0
1785506622.6770,2026-07-31T10:03:42.677,10.625,0.8895,1.0000,-0.1105,-0.58,0.00,+0.58,+1.000,-0.414,+0.000,30.0
1785506622.7770,2026-07-31T10:03:42.777,10.725,0.8914,1.0000,-0.1086,-0.25,0.00,+0.25,+1.000,-0.414,+0.000,30.0
1785506622.8775,2026-07-31T10:03:42.877,10.826,0.8857,1.0000,-0.1143,0.28,0.00,-0.28,+1.000,-0.431,+0.000,30.0
1785506622.9762,2026-07-31T10:03:42.976,10.925,0.8738,1.0000,-0.1262,0.56,0.00,-0.56,+1.000,-0.459,+0.000,30.0
1785506623.0756,2026-07-31T10:03:43.075,11.024,0.8701,1.0000,-0.1299,1.07,0.00,-1.07,+1.000,-0.472,+0.000,30.0
1785506623.1747,2026-07-31T10:03:43.174,11.123,0.8649,1.0000,-0.1351,1.34,0.00,-1.34,+1.000,-0.487,+0.000,30.0
1785506623.2735,2026-07-31T10:03:43.273,11.222,0.8548,1.0000,-0.1452,2.00,0.00,-2.00,+1.000,-0.513,+0.036,30.0
1785506623.3722,2026-07-31T10:03:43.372,11.321,0.8667,1.0000,-0.1333,2.69,0.00,-2.69,+1.000,-0.495,+0.050,30.0
1785506623.4715,2026-07-31T10:03:43.471,11.420,0.8662,1.0000,-0.1338,2.90,0.00,-2.90,+1.000,-0.501,+0.054,30.0
1785506623.5710,2026-07-31T10:03:43.571,11.519,0.8674,1.0000,-0.1326,3.11,0.00,-3.11,+1.000,-0.504,+0.059,30.0
1785506623.6707,2026-07-31T10:03:43.670,11.619,0.8763,1.0000,-0.1237,3.09,0.00,-3.09,+1.000,-0.491,+0.060,30.0
1785506623.7693,2026-07-31T10:03:43.769,11.718,0.8820,1.0000,-0.1180,2.98,0.00,-2.98,+1.000,-0.485,+0.060,30.0
1785506623.8687,2026-07-31T10:03:43.868,11.817,0.8903,1.0000,-0.1097,2.89,0.00,-2.89,+1.000,-0.472,+0.059,30.0
1785506623.9672,2026-07-31T10:03:43.967,11.916,0.8948,1.0000,-0.1052,2.51,0.00,-2.51,+1.000,-0.468,+0.053,30.0
1785506624.0676,2026-07-31T10:03:44.067,12.016,0.9097,1.0000,-0.0903,1.94,0.00,-1.94,+1.000,-0.442,+0.000,30.0
1785506624.1666,2026-07-31T10:03:44.166,12.115,0.9179,1.0000,-0.0821,1.60,0.00,-1.60,+1.000,-0.429,+0.000,30.0
1785506624.2654,2026-07-31T10:03:44.265,12.214,0.9271,1.0000,-0.0729,1.32,0.00,-1.32,+1.000,-0.413,+0.000,30.0
1785506624.3651,2026-07-31T10:03:44.365,12.314,0.9424,1.0000,-0.0576,1.25,0.00,-1.25,+1.000,-0.385,+0.000,30.0
1785506624.4660,2026-07-31T10:03:44.466,12.414,0.9424,1.0000,-0.0576,1.21,0.00,-1.21,+1.000,-0.388,+0.000,30.0
1785506624.5660,2026-07-31T10:03:44.566,12.514,0.9520,1.0000,-0.0480,1.38,0.00,-1.38,+1.000,-0.370,+0.000,30.0
1785506624.6660,2026-07-31T10:03:44.666,12.614,0.9718,1.0000,-0.0282,1.49,0.00,-1.49,+1.000,-0.332,+0.000,30.0
1785506624.7647,2026-07-31T10:03:44.764,12.713,0.9753,1.0000,-0.0247,1.78,0.00,-1.78,+1.000,-0.327,+0.000,30.0
1785506624.8641,2026-07-31T10:03:44.864,12.813,0.9732,1.0000,-0.0268,1.92,0.00,-1.92,+1.000,-0.332,+0.000,30.0
1785506624.9647,2026-07-31T10:03:44.964,12.913,0.9810,1.0000,-0.0190,2.22,0.00,-2.22,+1.000,-0.316,+0.041,30.0
1785506625.0640,2026-07-31T10:03:45.064,13.012,0.9995,1.0000,-0.0005,2.42,0.00,-2.42,+1.000,-0.279,+0.045,30.0
1785506625.1628,2026-07-31T10:03:45.162,13.111,0.9931,1.0000,-0.0069,2.43,0.00,-2.43,+1.000,-0.292,+0.047,30.0
1785506625.2616,2026-07-31T10:03:45.261,13.210,1.0048,1.0000,+0.0048,2.13,0.00,-2.13,+1.000,-0.269,+0.042,30.0
1785506625.3605,2026-07-31T10:03:45.360,13.309,1.0070,1.0000,+0.0070,1.90,0.00,-1.90,+1.000,-0.264,+0.000,30.0
1785506625.4599,2026-07-31T10:03:45.459,13.408,1.0222,1.0000,+0.0222,1.45,0.00,-1.45,+1.000,-0.233,+0.000,30.0
1785506625.5589,2026-07-31T10:03:45.558,13.507,1.0260,1.0000,+0.0260,1.29,0.00,-1.29,+1.000,-0.226,+0.000,30.0
1785506625.6575,2026-07-31T10:03:45.657,13.606,1.0273,1.0000,+0.0273,1.32,0.00,-1.32,+1.000,-0.222,+0.000,30.0
1785506625.7563,2026-07-31T10:03:45.756,13.705,1.0315,1.0000,+0.0315,1.37,0.00,-1.37,+1.000,-0.212,+0.000,30.0
1785506625.8565,2026-07-31T10:03:45.856,13.805,1.0415,1.0000,+0.0415,1.45,0.00,-1.45,+1.000,-0.190,+0.000,30.0
1785506625.9554,2026-07-31T10:03:45.955,13.904,1.0558,1.0000,+0.0558,1.64,0.00,-1.64,+1.000,-0.160,+0.000,30.0
1785506626.0545,2026-07-31T10:03:46.054,14.003,1.0729,1.0000,+0.0729,1.78,0.00,-1.78,+1.000,-0.123,+0.000,30.0
1785506626.1536,2026-07-31T10:03:46.153,14.102,1.0652,1.0000,+0.0652,1.81,0.00,-1.81,+1.000,-0.136,+0.000,30.0
1785506626.2539,2026-07-31T10:03:46.254,14.202,1.0793,1.0000,+0.0793,1.93,0.00,-1.93,+1.000,-0.105,+0.000,30.0
1785506626.3523,2026-07-31T10:03:46.352,14.301,1.0806,1.0000,+0.0806,1.98,0.00,-1.98,+1.000,-0.099,+0.000,30.0
1785506626.4515,2026-07-31T10:03:46.451,14.400,1.0889,1.0000,+0.0889,2.02,0.00,-2.02,+1.000,-0.079,+0.037,30.0
1785506626.5505,2026-07-31T10:03:46.550,14.499,1.0908,1.0000,+0.0908,2.09,0.00,-2.09,+1.000,-0.072,+0.039,30.0
