t_epoch,iso_time,t_elapsed_s,depth_m,depth_target_m,depth_err_m,yaw_deg,yaw_target_deg,yaw_err_deg,surge_cmd,heave_cmd,yaw_cmd,throttle_pct
1785505605.4236,2026-07-31T09:46:45.423,3.573,0.6134,0.5000,+0.1134,13.90,15.00,+1.10,+1.000,-0.107,+0.000,30.0
1785505605.5230,2026-07-31T09:46:45.523,3.672,0.6260,0.5000,+0.1260,13.07,15.00,+1.93,+1.000,-0.077,+0.000,30.0
1785505605.6217,2026-07-31T09:46:45.621,3.771,0.6372,0.5000,+0.1372,12.23,15.00,+2.77,+1.000,-0.050,-0.051,30.0
1785505605.7227,2026-07-31T09:46:45.722,3.872,0.6487,0.5000,+0.1487,12.01,15.00,+2.99,+1.000,-0.021,-0.056,30.0
1785505605.8228,2026-07-31T09:46:45.822,3.972,0.6503,0.5000,+0.1503,11.94,15.00,+3.06,+1.000,-0.012,-0.058,30.0
1785505605.9218,2026-07-31T09:46:45.921,4.071,0.6583,0.5000,+0.1583,12.15,15.00,+2.85,+1.000,+0.010,-0.056,30.0
1785505606.0212,2026-07-31T09:46:46.021,4.170,0.6578,0.5000,+0.1578,12.37,15.00,+2.63,+1.000,+0.015,-0.053,30.0
1785505606.1203,2026-07-31T09:46:46.120,4.269,0.6610,0.5000,+0.1610,13.00,15.00,+2.00,+1.000,+0.028,+0.000,30.0
1785505606.2193,2026-07-31T09:46:46.219,4.368,0.6566,0.5000,+0.1566,13.42,15.00,+1.58,+1.000,+0.025,+0.000,30.0
1785505606.3181,2026-07-31T09:46:46.318,4.467,0.6633,0.5000,+0.1633,13.98,15.00,+1.02,+1.000,+0.045,+0.000,30.0
1785505606.4176,2026-07-31T09:46:46.417,4.567,0.6481,0.5000,+0.1481,14.27,15.00,+0.73,+1.000,+0.021,+0.000,30.0
1785505606.5171,2026-07-31T09:46:46.517,4.666,0.6437,0.5000,+0.1437,14.93,15.00,+0.07,+1.000,+0.018,+0.000,30.0
1785505606.6162,2026-07-31T09:46:46.616,4.765,0.6467,0.5000,+0.1467,15.52,15.00,-0.52,+1.000,+0.030,+0.000,30.0
1785505606.7153,2026-07-31T09:46:46.715,4.864,0.6496,0.5000,+0.1496,15.77,15.00,-0.77,+1.000,+0.041,+0.000,30.0
1785505606.8142,2026-07-31T09:46:46.814,4.963,0.6438,0.5000,+0.1438,16.30,15.00,-1.30,+1.000,+0.035,+0.000,30.0
1785505606.9131,2026-07-31T09:46:46.913,5.062,0.6468,0.5000,+0.1468,16.64,15.00,-1.64,+1.000,+0.047,+0.000,30.0
1785505607.0120,2026-07-31T09:46:47.012,5.161,0.6175,0.5000,+0.1175,17.31,15.00,-2.31,+1.000,-0.007,+0.042,30.0
1785505607.1111,2026-07-31T09:46:47.111,5.260,0.6207,0.5000,+0.1207,17.94,15.00,-2.94,+1.000,+0.004,+0.054,30.0
1785505607.2104,2026-07-31T09:46:47.210,5.360,0.6110,0.5000,+0.1110,18.04,15.00,-3.04,+1.000,-0.010,+0.057,30.0
1785505607.3084,2026-07-31T09:46:47.308,5.457,0.6010,0.5000,+0.1010,18.08,15.00,-3.08,+1.000,-0.026,+0.059,30.0
1785505607.4069,2026-07-31T09:46:47.406,5.556,0.5951,0.5000,+0.0951,18.02,15.00,-3.02,+1.000,-0.034,+0.059,30.0
1785505607.5071,2026-07-31T09:46:47.507,5.656,0.5926,0.5000,+0.0926,17.95,15.00,-2.95,+1.000,-0.035,+0.059,30.0
1785505607.6065,2026-07-31T09:46:47.606,5.756,0.5787,0.5000,+0.0787,17.78,15.00,-2.78,+1.000,-0.060,+0.057,30.0
1785505607.7055,2026-07-31T09:46:47.705,5.855,0.5755,0.5000,+0.0755,17.66,15.00,-2.66,+1.000,-0.063,+0.056,30.0
1785505607.8043,2026-07-31T09:46:47.804,5.953,0.5615,0.5000,+0.0615,17.23,15.00,-2.23,+1.000,-0.088,+0.049,30.0
1785505607.9037,2026-07-31T09:46:47.903,6.053,0.5630,0.5000,+0.0630,17.03,15.00,-2.03,+1.000,-0.083,+0.047,30.0
1785505608.0029,2026-07-31T09:46:48.003,6.152,0.5565,0.5000,+0.0565,16.52,15.00,-1.52,+1.000,-0.094,+0.000,30.0
1785505608.1022,2026-07-31T09:46:48.102,6.251,0.5407,0.5000,+0.0407,16.44,15.00,-1.44,+1.000,-0.123,+0.000,30.0
1785505608.2012,2026-07-31T09:46:48.201,6.350,0.5492,0.5000,+0.0492,16.45,15.00,-1.45,+1.000,-0.104,+0.000,30.0
1785505608.3001,2026-07-31T09:46:48.300,6.449,0.5503,0.5000,+0.0503,16.64,15.00,-1.64,+1.000,-0.100,+0.000,30.0
1785505608.3996,2026-07-31T09:46:48.399,6.549,0.5440,0.5000,+0.0440,16.78,15.00,-1.78,+1.000,-0.111,+0.000,30.0
1785505608.4997,2026-07-31T09:46:48.499,6.649,0.5355,0.5000,+0.0355,17.27,15.00,-2.27,+1.000,-0.126,+0.042,30.0
1785505608.6018,2026-07-31T09:46:48.601,6.751,0.5418,0.5000,+0.0418,17.43,15.00,-2.43,+1.000,-0.112,+0.046,30.0
1785505608.7014,2026-07-31T09:46:48.701,6.850,0.5404,0.5000,+0.0404,17.51,15.00,-2.51,+1.000,-0.113,+0.048,30.0
1785505608.8006,2026-07-31T09:46:48.800,6.950,0.5365,0.5000,+0.0365,17.31,15.00,-2.31,+1.000,-0.120,+0.045,30.0
1785505608.8992,2026-07-31T09:46:48.899,7.048,0.5362,0.5000,+0.0362,17.14,15.00,-2.14,+1.000,-0.119,+0.043,30.0
1785505608.9979,2026-07-31T09:46:48.997,7.147,0.5367,0.5000,+0.0367,16.57,15.00,-1.57,+1.000,-0.117,+0.000,30.0
1785505609.0976,2026-07-31T09:46:49.097,7.247,0.5353,0.5000,+0.0353,16.35,15.00,-1.35,+1.000,-0.118,+0.000,30.0
1785505609.1965,2026-07-31T09:46:49.196,7.346,0.5307,0.5000,+0.0307,15.96,15.00,-0.96,+1.000,-0.126,+0.000,30.0
1785505609.2961,2026-07-31T09:46:49.296,7.445,0.5269,0.5000,+0.0269,15.74,15.00,-0.74,+1.000,-0.133,+0.000,30.0
1785505609.3951,2026-07-31T09:46:49.395,7.544,0.5317,0.5000,+0.0317,15.69,15.00,-0.69,+1.000,-0.122,+0.000,30.0
1785505609.4943,2026-07-31T09:46:49.494,7.643,0.5279,0.5000,+0.0279,15.62,15.00,-0.62,+1.000,-0.128,+0.000,30.0
1785505609.5932,2026-07-31T09:46:49.593,7.742,0.5185,0.5000,+0.0185,15.65,15.00,-0.65,+1.000,-0.147,+0.000,30.0
1785505609.6922,2026-07-31T09:46:49.692,7.841,0.5281,0.5000,+0.0281,15.67,15.00,-0.67,+1.000,-0.127,+0.000,30.0
1785505609.7912,2026-07-31T09:46:49.791,7.940,0.5236,0.5000,+0.0236,15.75,15.00,-0.75,+1.000,-0.135,+0.000,30.0
1785505609.8906,2026-07-31T09:46:49.890,8.040,0.5175,0.5000,+0.0175,15.81,15.00,-0.81,+1.000,-0.147,+0.000,30.0
1785505609.9894,2026-07-31T09:46:49.989,8.139,0.5206,0.5000,+0.0206,15.87,15.00,-0.87,+1.000,-0.140,+0.000,30.0
1785505610.0883,2026-07-31T09:46:50.088,8.237,0.5193,0.5000,+0.0193,15.90,15.00,-0.90,+1.000,-0.142,+0.000,30.0
1785505610.1871,2026-07-31T09:46:50.187,8.336,0.5125,0.5000,+0.0125,16.35,15.00,-1.35,+1.000,-0.156,+0.000,30.0
1785505610.2872,2026-07-31T09:46:50.287,8.436,0.5113,0.5000,+0.0113,17.24,15.00,-2.24,+1.000,-0.158,+0.041,30.0
1785505610.3863,2026-07-31T09:46:50.386,8.535,0.5026,0.5000,+0.0026,17.79,15.00,-2.79,+1.000,-0.176,+0.052,30.0
1785505610.4854,2026-07-31T09:46:50.485,8.634,0.4982,0.5000,-0.0018,18.60,15.00,-3.60,+1.000,-0.184,+0.067,30.0
1785505610.5841,2026-07-31T09:46:50.584,8.733,0.5037,0.5000,+0.0037,18.84,15.00,-3.84,+1.000,-0.174,+0.073,30.0
1785505610.6834,2026-07-31T09:46:50.683,8.833,0.5034,0.5000,+0.0034,19.17,15.00,-4.17,+1.000,-0.174,+0.081,30.0
1785505610.7824,2026-07-31T09:46:50.782,8.931,0.4808,0.5000,-0.0192,19.30,15.00,-4.30,+1.000,-0.219,+0.085,30.0
1785505610.8820,2026-07-31T09:46:50.882,9.031,0.4775,0.5000,-0.0225,19.46,15.00,-4.46,+1.000,-0.227,+0.089,30.0
1785505610.9812,2026-07-31T09:46:50.981,9.130,0.4741,0.5000,-0.0259,19.36,15.00,-4.36,+1.000,-0.234,+0.089,30.0
1785505611.0801,2026-07-31T09:46:51.080,9.229,0.4807,0.5000,-0.0193,19.23,15.00,-4.23,+1.000,-0.221,+0.089,30.0
1785505611.1792,2026-07-31T09:46:51.179,9.328,0.4535,0.5000,-0.0465,18.79,15.00,-3.79,+1.000,-0.278,+0.082,30.0
1785505611.2781,2026-07-31T09:46:51.278,9.427,0.4494,0.5000,-0.0506,18.50,15.00,-3.50,+1.000,-0.288,+0.079,30.0
1785505611.3777,2026-07-31T09:46:51.377,9.527,0.4349,0.5000,-0.0651,17.96,15.00,-2.96,+1.000,-0.319,+0.070,30.0
1785505611.4766,2026-07-31T09:46:51.476,9.626,0.4390,0.5000,-0.0610,17.48,15.00,-2.48,+1.000,-0.314,+0.063,30.0
1785505611.5754,2026-07-31T09:46:51.575,9.724,0.4203,0.5000,-0.0797,17.23,15.00,-2.23,+1.000,-0.354,+0.059,30.0
1785505611.6742,2026-07-31T09:46:51.674,9.823,0.4318,0.5000,-0.0682,16.59,15.00,-1.59,+1.000,-0.334,+0.000,30.0
1785505611.7732,2026-07-31T09:46:51.773,9.922,0.4279,0.5000,-0.0721,16.39,15.00,-1.39,+1.000,-0.344,+0.000,30.0
1785505611.8727,2026-07-31T09:46:51.872,10.022,0.4189,0.5000,-0.0811,16.40,15.00,-1.40,+1.000,-0.366,+0.000,30.0
1785505611.9716,2026-07-31T09:46:51.971,10.121,0.4112,0.5000,-0.0888,16.70,15.00,-1.70,+1.000,-0.385,+0.000,30.0
1785505612.0705,2026-07-31T09:46:52.070,10.220,0.4103,0.5000,-0.0897,16.93,15.00,-1.93,+1.000,-0.390,+0.000,30.0
1785505612.1697,2026-07-31T09:46:52.169,10.319,0.4083,0.5000,-0.0917,17.58,15.00,-2.58,+1.000,-0.397,+0.047,30.0
1785505612.2685,2026-07-31T09:46:52.268,10.418,0.4111,0.5000,-0.0889,17.89,15.00,-2.89,+1.000,-0.396,+0.054,30.0
1785505612.3674,2026-07-31T09:46:52.367,10.517,0.4074,0.5000,-0.0926,18.47,15.00,-3.47,+1.000,-0.407,+0.066,30.0
1785505612.4665,2026-07-31T09:46:52.466,10.616,0.3901,0.5000,-0.1099,18.71,15.00,-3.71,+1.000,-0.445,+0.072,30.0
1785505612.5652,2026-07-31T09:46:52.565,10.714,0.4088,0.5000,-0.0912,19.26,15.00,-4.26,+1.000,-0.411,+0.083,30.0
1785505612.6643,2026-07-31T09:46:52.664,10.813,0.4105,0.5000,-0.0895,19.47,15.00,-4.47,+1.000,-0.412,+0.089,30.0
1785505612.7635,2026-07-31T09:46:52.763,10.913,0.4221,0.5000,-0.0779,19.57,15.00,-4.57,+1.000,-0.391,+0.092,30.0
1785505612.8627,2026-07-31T09:46:52.862,11.012,0.4231,0.5000,-0.0769,19.36,15.00,-4.36,+1.000,-0.393,+0.090,30.0
