t_epoch,iso_time,t_elapsed_s,depth_m,depth_target_m,depth_err_m,yaw_deg,yaw_target_deg,yaw_err_deg,surge_cmd,heave_cmd,yaw_cmd,throttle_pct
1785505914.5758,2026-07-31T09:51:54.576,2.879,1.0610,1.0000,+0.0610,20.68,20.00,-0.68,+1.000,-0.171,+0.000,30.0
1785505914.6747,2026-07-31T09:51:54.674,2.978,1.0557,1.0000,+0.0557,20.40,20.00,-0.40,+1.000,-0.179,+0.000,30.0
1785505914.7734,2026-07-31T09:51:54.773,3.076,1.0717,1.0000,+0.0717,20.30,20.00,-0.30,+1.000,-0.145,+0.000,30.0
1785505914.8722,2026-07-31T09:51:54.872,3.175,1.0907,1.0000,+0.0907,20.12,20.00,-0.12,+1.000,-0.103,+0.000,30.0
1785505914.9722,2026-07-31T09:51:54.972,3.275,1.0825,1.0000,+0.0825,20.04,20.00,-0.04,+1.000,-0.116,+0.000,30.0
1785505915.0712,2026-07-31T09:51:55.071,3.374,1.0914,1.0000,+0.0914,19.88,20.00,+0.12,+1.000,-0.095,+0.000,30.0
1785505915.1701,2026-07-31T09:51:55.170,3.473,1.1162,1.0000,+0.1162,19.82,20.00,+0.18,+1.000,-0.041,+0.000,30.0
1785505915.2695,2026-07-31T09:51:55.269,3.573,1.1021,1.0000,+0.1021,19.79,20.00,+0.21,+1.000,-0.065,+0.000,30.0
1785505915.3683,2026-07-31T09:51:55.368,3.671,1.1331,1.0000,+0.1331,19.78,20.00,+0.22,+1.000,+0.001,+0.000,30.0
1785505915.4697,2026-07-31T09:51:55.469,3.773,1.1097,1.0000,+0.1097,19.83,20.00,+0.17,+1.000,-0.040,+0.000,30.0
1785505915.5697,2026-07-31T09:51:55.569,3.873,1.1187,1.0000,+0.1187,20.00,20.00,+0.00,+1.000,-0.018,+0.000,30.0
1785505915.6686,2026-07-31T09:51:55.668,3.972,1.1281,1.0000,+0.1281,20.25,20.00,-0.25,+1.000,+0.006,+0.000,30.0
1785505915.7672,2026-07-31T09:51:55.767,4.070,1.1335,1.0000,+0.1335,20.39,20.00,-0.39,+1.000,+0.022,+0.000,30.0
1785505915.8671,2026-07-31T09:51:55.867,4.170,1.1271,1.0000,+0.1271,20.58,20.00,-0.58,+1.000,+0.014,+0.000,30.0
1785505915.9661,2026-07-31T09:51:55.966,4.269,1.1236,1.0000,+0.1236,20.71,20.00,-0.71,+1.000,+0.012,+0.000,30.0
1785505916.0652,2026-07-31T09:51:56.065,4.368,1.1210,1.0000,+0.1210,20.99,20.00,-0.99,+1.000,+0.012,+0.000,30.0
1785505916.1646,2026-07-31T09:51:56.164,4.468,1.1233,1.0000,+0.1233,21.17,20.00,-1.17,+1.000,+0.021,+0.000,30.0
1785505916.2624,2026-07-31T09:51:56.262,4.565,1.1262,1.0000,+0.1262,21.56,20.00,-1.56,+1.000,+0.032,+0.000,30.0
