t_epoch,iso_time,t_elapsed_s,seq,tag_id,tag_distance_m,tag_under_1m,tag_count,det_seq,det_t_epoch,det_age_ms,depth_m,yaw_deg,depth_raw_m,yaw_raw_deg,sensors_ok,throttle_pct,mode,surge_cmd,strafe_cmd,heave_cmd,yaw_cmd,light_pwm,led_flashing,flash_frame
1785511541.4004,2026-07-31T11:25:41.400,0.048,1,,,,0,,,,,,,,0,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785511541.4992,2026-07-31T11:25:41.499,0.146,2,,,,0,,,,-0.0938,-93.48,-0.0938,-5493.48,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785511541.5989,2026-07-31T11:25:41.598,0.246,3,,,,0,,,,-0.0990,-92.78,-0.0990,-5492.78,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785511541.6983,2026-07-31T11:25:41.698,0.346,4,,,,0,,,,-0.1033,-92.43,-0.1033,-5492.43,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785511541.7974,2026-07-31T11:25:41.797,0.445,5,,,,0,,,,-0.1075,-91.94,-0.1075,-5491.94,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785511541.8966,2026-07-31T11:25:41.896,0.544,6,,,,0,,,,-0.1088,-91.94,-0.1088,-5491.94,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785511541.9953,2026-07-31T11:25:41.995,0.643,7,,,,0,,,,-0.1060,-92.11,-0.1060,-5492.11,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785511542.0940,2026-07-31T11:25:42.094,0.741,8,,,,0,,,,-0.1037,-92.45,-0.1037,-5492.45,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785511542.1933,2026-07-31T11:25:42.193,0.841,9,,,,0,,,,-0.1049,-92.54,-0.1049,-5492.54,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785511542.2918,2026-07-31T11:25:42.291,0.939,10,,,,0,,,,-0.1101,-92.67,-0.1101,-5492.67,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785511542.3913,2026-07-31T11:25:42.391,1.039,11,,,,0,,,,-0.1068,-92.65,-0.1068,-5492.65,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785511542.4907,2026-07-31T11:25:42.490,1.138,12,,,,0,,,,-0.1077,-92.73,-0.1077,-5492.73,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785511542.5908,2026-07-31T11:25:42.590,1.238,13,,,,0,,,,-0.1043,-93.08,-0.1043,-5493.08,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785511542.6908,2026-07-31T11:25:42.690,1.338,14,,,,0,,,,-0.1055,-93.35,-0.1055,-5493.35,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785511542.7898,2026-07-31T11:25:42.789,1.437,15,,,,0,,,,-0.1052,-94.11,-0.1052,-5494.11,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785511542.8887,2026-07-31T11:25:42.888,1.536,16,,,,0,,,,-0.0996,-94.71,-0.0996,-5494.71,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785511542.9872,2026-07-31T11:25:42.987,1.634,17,,,,0,,,,-0.0974,-95.89,-0.0974,-5495.89,1,20.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
