t_epoch,iso_time,t_elapsed_s,seq,tag_id,tag_distance_m,tag_under_1m,tag_count,det_seq,det_t_epoch,det_age_ms,depth_m,yaw_deg,depth_raw_m,yaw_raw_deg,sensors_ok,throttle_pct,mode,surge_cmd,strafe_cmd,heave_cmd,yaw_cmd,light_pwm,led_flashing,flash_frame
1785506963.3438,2026-07-31T10:09:23.343,0.049,1,,,,0,,,,,,,,0,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785506963.4437,2026-07-31T10:09:23.443,0.149,2,,,,0,,,,-0.0463,-33.04,-0.0463,-393.04,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785506963.5460,2026-07-31T10:09:23.546,0.251,3,,,,0,,,,-0.0474,-32.99,-0.0474,-392.99,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785506963.6455,2026-07-31T10:09:23.645,0.351,4,,,,0,,,,-0.0524,-32.98,-0.0524,-392.98,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785506963.7441,2026-07-31T10:09:23.744,0.449,5,,,,0,,,,-0.0505,-33.01,-0.0505,-393.01,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785506963.8439,2026-07-31T10:09:23.843,0.549,6,,,,0,,,,-0.0473,-33.02,-0.0473,-393.02,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785506963.9436,2026-07-31T10:09:23.943,0.649,7,,,,0,,,,-0.0485,-33.05,-0.0485,-393.05,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785506964.0420,2026-07-31T10:09:24.041,0.747,8,,,,0,,,,-0.0500,-33.02,-0.0500,-393.02,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785506964.1411,2026-07-31T10:09:24.141,0.846,9,,,,0,,,,-0.0522,-32.95,-0.0522,-392.95,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785506964.2415,2026-07-31T10:09:24.241,0.947,10,,,,0,,,,-0.0502,-32.85,-0.0502,-392.85,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785506964.3401,2026-07-31T10:09:24.340,1.045,11,,,,0,,,,-0.0523,-32.81,-0.0523,-392.81,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785506964.4395,2026-07-31T10:09:24.439,1.145,12,,,,0,,,,-0.0476,-32.77,-0.0476,-392.77,1,30.0,idle,+0.000,+0.000,+0.000,+0.000,1100,0,
1785506964.5380,2026-07-31T10:09:24.538,1.243,13,,,,0,,,,-0.0540,-32.77,-0.0540,-392.77,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785506964.6387,2026-07-31T10:09:24.638,1.344,14,,,,0,,,,-0.0490,-32.79,-0.0490,-392.79,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785506964.7380,2026-07-31T10:09:24.738,1.443,15,,,,0,,,,-0.0525,-32.83,-0.0525,-392.83,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785506964.8374,2026-07-31T10:09:24.837,1.543,16,,,,0,,,,-0.0492,-32.85,-0.0492,-392.85,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
1785506964.9361,2026-07-31T10:09:24.936,1.641,17,,,,0,,,,-0.0472,-32.88,-0.0472,-392.88,1,30.0,joystick,+0.000,+0.000,-0.400,+0.000,1100,0,
